_type,_id,_revision,_page.next,kodas,vietovardis_pilnas_nekirciuotas,vietovardis,linksniai,vietovardzio_rusis,vietovardis_vertimas,kirciuote,adm_teritorinis_priklausymas,statusas,kitas_statusas,kiti_variantai,papildoma_informacija,susije_vietovardziai
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,b13242bc-0c32-41e9-9c50-e551cdc3b8a9,a8969cb2-8447-4968-ba74-daad9376d916,,2206800,Patiltis,Pati̇̀ltis,,kaimas,,1,"Telšių rajonas, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,0cd91568-f82a-409a-b4ac-32f42c9d069d,67132d9a-1675-4779-8ca0-94bc988ae49b,,2206810,Patilžė,Pãtilžė,,kaimas,"vokiškai Patilschen, dabar rusiškai Košelevo",1,"Kaliningrado sritis, Černiachovsko rajonas, Rusija",neoficialusis,oficialusis - Kòšelevas,,buvusi Ragainės apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,d459037c-edda-41e5-bc0a-15c5e19d91e3,04c44e8f-abb2-47e9-a5f3-91b15204d315,,2206820,Patyreliai,Pãtyreliai,,kaimas,,1,"Šiaulių rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,90b6e171-83fc-420e-b4fa-118fc56dda27,88c720e5-84a3-4828-8ebc-e34424ebbeb7,,2206830,Patyris,Patýris,,kaimas,,1,"Rietavo savivaldybės teritorija, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,bf7351a8-39ab-46b0-ae32-ce8f062e541c,f54de953-8731-4f5c-87b6-586b141e0d84,,2206840,Patyris,Patýris,,miškas,,1,"Rietavo savivaldybės teritorija, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,0cbb6365-36a9-454f-9dba-65f98ecbc369,293faaa2-9ea1-4858-a61c-4d96c314210d,,2206850,Patytaukys,Patytaukỹs,"Pãtytaukio, Pãtytaukiui, į Pãtytaukį, ties Pãtytaukiu, Patytaukyjè",kaimas,,(34b),"Kelmės rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,6c788167-c25b-460c-ba2c-e8ce15f10f69,5042ec70-8eef-4366-8d04-25bc31c80113,,2206860,Patrakė,Patrakė̃,"Patrakė̃s, Pãtrakei, į Pãtrakę, ties Pãtrake, Patrakėjè",kaimas,,(3b),"Kupiškio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,62f8ed6c-fe76-40ab-8511-4e09778f2fad,72bcce36-ea56-4903-a1a8-abf8897aca5f,,2206870,Patrakės pelkė (durpynas),Patrakė̃s pélkė (durpýnas),,pelkė,,,"Alytaus rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,f7ac92d4-4ee1-48ca-86b8-d85758dfe071,47b93a9d-3391-45d4-9a56-6ce306dc91a8,,2206880,Patumšaliai,Patumšãliai,"Patumšãlių, Patumšãliams, į Patumšaliùs, ties Patumšãliais, Patumšãliuose",kaimas,,2,"Telšių rajonas, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,7ed358d6-1582-4f03-9652-5c9021bcbec9,b5cb607b-a737-4cf8-9cb4-2622ba04088c,,2206890,Patumšiai,Patùmšiai,,kaimas,,1,"Telšių rajonas, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,bf7d5051-65ac-4470-9760-e4f6a53e75d8,3f4b7aa5-f0f2-424e-acf8-e861bb0e02cf,,2206900,Patumšinė,Patumši̇̀nė,"Patumši̇̀nės, Patumši̇̀nei, į Patumši̇̀nę, ties Patumšinè, Patumši̇̀nėje",miškas,,2,"Telšių rajonas, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,832a18ea-d8e4-42f5-a0a7-09b5b4f39674,03abe5c1-0c8a-4827-976d-4e1140800c97,,2206910,Patveris,Pãtveris,,kaimas,,1,"Rietavo savivaldybės teritorija, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,8a141899-12dc-4473-b643-ee9364210bad,c3314e9a-a6b0-4a05-a952-66a5243c4e42,,2206920,Paukščiaraisčio miškas,Paũkščiaraisčio mi̇̀škas,,miškas,,,"Varėnos rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,d68c3635-da77-46b0-b23f-5baf23a20777,eef06483-7bfc-4658-89cc-33a0c764e235,,2206930,Paukščių kalnas,Paũkščių kálnas,,piliakalnis,,,"Prienų rajonas, Kaunoapskritis, Lietuva",pagrindinis,,Stepõniškių pi̇̀liakalnis - šalutinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,5eea3cea-b18b-42c5-a5c9-f29e6601ca3d,96238346-7fcb-4650-bc1b-31c5206a9963,,2206950,Paukštakiai,Paukštakiai̇̃,"Paukštakių̃, Paukštakiáms, į Paũkštakius, ties Paukštakiai̇̃s, Paukštakiuosè",kaimas,,(3b),"Plungės rajonas, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,c71e7284-de6f-4f4c-88c1-160eb43ee4d9,3bb797fe-0d15-4687-b80e-139804ba3235,,2206960,Paulaičiai,Páulaičiai,,kaimas,,1,"Šilutės rajonas, Klaipėdosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,f72cd485-23d1-4f05-878d-ae663cf22fd7,528d117c-c884-49ca-8da3-24e625a01e67,,2206970,Paulaičių piliakalnis,Páulaičių pi̇̀liakalnis,,piliakalnis,,,"Šilutės rajonas, Klaipėdosapskritis, Lietuva",šalutinis,,Pilãlė - pagrindinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,1f612268-8515-4812-81f9-8d010099cc72,2f72dd2c-6748-4a55-a8ed-bba68d83d152,,2206980,Pauliai,Pauliai̇̃,"Paulių̃, Pauliáms, į Pauliùs, ties Pauliai̇̃s, Pauliuosè",kaimas,,4,"Jurbarko rajonas, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,a91dfcd3-5682-4fcf-8861-c7ab43d462a5,1047b389-5bbe-43e1-9833-7b4e0f308251,,2206990,Paūlių miškas,Paūlių̃ mi̇̀škas,,miškas,,,"Varėnos rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,45e138b3-a3bb-4664-9e79-6328cd407abe,3e9d6536-ae34-4a38-838b-6f00004840cf,,2207000,Pauosupė,Pauosupė̃,"Pauosupė̃s, Pãuosupei, į Pãuosupę, ties Pãuosupe, Pauosupėjè",kaimas,,(34b),"Varėnos rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,46495fb1-afe8-443e-bf12-68d8825a1357,51b750c2-acd4-41cd-9b30-c370dc82b156,,2207010,Pauosupės miškas,Pauosupė̃s mi̇̀škas,,miškas,,,"Varėnos rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,32633f9e-e2d9-4371-9aaa-72adf9b2a365,b7cd6f49-df36-4a33-ada1-a9456778c41b,,2207020,Pauošniai,Pãuošniai,,kaimas,,1,"Plungės rajonas, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,b067a3ab-3adb-4c51-99bc-1c6602f3eeac,f9873390-5232-40a7-92ae-70b6436874f9,,2207030,Paupiai,Paupiai̇̃,"Paupių̃, Paupiáms, į Pãupius, ties Paupiai̇̃s, Paupiuosè",miesto dalis,,(3b),"Klaipėdos miestas, Klaipėdosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,ad155544-1826-4bbd-918d-d0e715d2cbd4,c1c720e2-2946-44d9-8b8e-5b8876fb3eab,,2207040,Paupynis,Pãupynis,,kaimas,,1,"Jurbarko rajonas, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,36844698-34fc-4e90-80a6-3df9f4b5330e,a22b4f0f-b065-45a7-a3ec-007746de1b26,,2207050,Paupio miškas,Pãupio mi̇̀škas,,miškas,,,"Raseinių rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,03d93326-67e9-4ea7-8d0c-e5b9898e7906,d68336fa-64a7-48e1-b3c5-e28cdd5797d5,,2207060,Paupys,Paupỹs,"Pãupio, Pãupiui, į Pãupį, ties Pãupiu, Paupyjè",miesto dalis,,(3b),"Vilniaus miestas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,9504efaf-0a73-4b1d-abdc-14466a34e786,b94a8828-1a1c-4eda-961e-4c7274cf0ad4,,2207070,Paupys,Paupỹs,"Pãupio, Pãupiui, į Pãupį, ties Pãupiu, Paupyjè",kaimas,,(3b),"Jurbarko rajonas, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,783ce1cf-f2d8-492d-8874-025fbf333fac,cef321bf-ae16-4a67-9cc1-50559012b806,,2207080,Paupys,Paupỹs,"Pãupio, Pãupiui, į Pãupį, ties Pãupiu, Paupyjè",kaimas,,(3b),"Kupiškio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,9b7ee907-677c-4d17-a552-8424df1ccd47,5dd15c56-89b1-4174-893b-635ccb8ed5b2,,2207090,Paupys,Paupỹs,"Pãupio, Pãupiui, į Pãupį, ties Pãupiu, Paupyjè",kaimas,,(3b),"Raseinių rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,66815cdd-a455-4b89-8e19-14133fa26d61,b525a85c-4790-41cb-b31a-7e95da98a048,,2207100,Pauslajo miškas,Pãuslajo mi̇̀škas,,miškas,,,"Kėdainių rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,ce7d3015-eb4a-4db7-b100-b619790238df,9c55dbc0-3440-4cbc-bc7d-1f5c6baf029f,,2207110,Paustininkai,Paustiniñkai,"Paustiniñkų, Paustiniñkams, į Paustininkùs, ties Paustiniñkais, Paustiniñkuose",kaimas,"vokiškai Postnicken, dabar rusiškai Zalivnoe",2,"Kaliningrado sritis, Gurjevsko rajonas, Rusija",neoficialusis,oficialusis - Zalivnòjė,,buvusi Karaliaučiaus apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,fb66db1d-142f-423a-94b6-4fdc5c14aa10,fde39523-d5bb-45fb-bc44-ea4b82f1731a,,2207120,Pauškės,Páuškės,,kaimas,,1,"Rietavo savivaldybės teritorija, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,6f349535-8c6f-42bf-835a-8ae16935001e,2a9c7148-5a25-4e04-86c4-1bdc3a92ec7a,,2207130,Pauškių miškas,Páuškių mi̇̀škas,,miškas,,,"Rietavo savivaldybės teritorija, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,cd54f244-3cda-4ed6-aa7c-38b2d877e5aa,69d18945-b642-4a9a-9930-b8cad6ae7125,,2207140,Paužiškiai,Paũžiškiai,,kaimas,,1,"Marijampolės savivaldybės teritorija, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,a20b0b3f-bc77-471f-a254-0076aac35cb7,ae6c806f-f494-4056-b762-1833f200010a,,2207150,Paužnykiai,Paužnykiai̇̃,"Paužnykių̃, Paužnykiáms, į Paužnykiùs, ties Paužnykiai̇̃s, Paužnykiuosè",kaimas,,4,"Šakių rajonas, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,1df5df2d-7cac-4f3a-8813-f59e3176ff68,538e1a01-f5e5-49d2-9bfc-f4b31af52381,,2207160,Pavaiponė,Pavaiponė̃,"Pavaiponė̃s, Pãvaiponei, į Pãvaiponę, ties Pãvaipone, Pavaiponėjè",kaimas,lenkiškai Podwojponie,(34b),"Suvalkų apskritis, Lenkija",pagrindinis,,Pavaiponỹs - šalutinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,b5ea8e25-7c4c-41a4-8239-5d7c2be48090,2008c3ae-042a-4758-84c0-1e69c203d3ad,,2207170,Pavaiponys,Pavaiponỹs,"Pãvaiponio, Pãvaiponiui, į Pãvaiponį, ties Pãvaiponiu, Pavaiponyjè",kaimas,,(34b),"Suvalkų apskritis, Lenkija",šalutinis,,Pavaiponė̃ - pagrindinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,8154a6e1-99dd-4101-9ecf-84edd1fa033d,9167e703-737c-485a-b387-7f4c312003d1,,2207180,Pavajuonio pilkapynas,Pavajúonio pilkapýnas,,pilkapynas,,,"Ignalinos rajonas, Utenosapskritis, Lietuva",šalutinis,,Cegelnià - pagrindinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,292d9e50-df02-42b6-b5d4-e8f48fc6ab66,c49ea1ab-6ce5-4438-b949-82c451fa151b,,2207190,Pavalakė,Pavalakė̃,"Pavalakė̃s, Pãvalakei, į Pãvalakę, ties Pãvalake, Pavalakėjè",kaimas,baltarusiškai Pavaloka,(34b),"Gardino sritis, Varanavo rajonas, Baltarusija",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,44083565-ee23-4909-9772-72abbfac05a5,56f74d06-15c6-4c85-89d7-76cffbd036a9,,2207200,Pavandenė,Pãvandenė,,miestelis,,1,"Telšių rajonas, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,d2857c96-e88b-4462-8d86-583dc8bd0698,8a7edbbe-6a6c-4fcf-88cb-1eb9ad88ec46,,2207210,Pavandenė,Pãvandenė,,kaimas,"vokiškai Powunden, dabar rusiškai Hrabrovo",1,"Kaliningrado sritis, Gurjevsko rajonas, Rusija",neoficialusis,oficialusis - Chrãbrovas,,buvusi Karaliaučiaus apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,8135d7c0-3c73-46e8-b5c8-236f84fcb947,61342721-dd08-4f9b-8bc5-6892840c3697,,2207220,Pavarėnis,Pãvarėnis,,kaimas,,1,"Varėnos rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,6d765ab3-a250-476c-ac48-082583917740,d39971a8-161d-4fb0-bd29-346f4004b39e,,2207230,Pavarių miškas,Pavarių̃ mi̇̀škas,,miškas,,,"Anykščių rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,3247d08e-1b43-4647-8be2-88ccfd934dce,df458574-c51e-4f1a-9012-423717589b5a,,2207240,Pavarpiai,Pavarpiai̇̃,"Pavarpių̃, Pavarpiáms, į Pãvarpius, ties Pavarpiai̇̃s, Pavarpiuosè",kaimas,,(3b),"Vilniaus rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,3b0dd441-2d0c-4497-9bbd-042b3fb6bc87,a9ece939-93b9-4b41-9d30-0a925ad762c4,,2207250,Pavartyčiai,Pãvartyčiai,,kaimas,,1,"Radviliškio rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,c23de457-d5ee-4fa9-911c-4e279ccb9692,da58ccb8-d7eb-42b4-aa26-6a9daa7eb9cb,,2207260,Pavasakė,Pavasakė̃,"Pavasakė̃s, Pãvasakei, į Pãvasakę, ties Pãvasake, Pavasakėjè",kaimas,,(34b),"Marijampolės savivaldybės teritorija, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,ded28423-9aaf-4e4c-9850-65f8f99b2a60,34b457ef-c05c-450f-936d-ca866894bcb2,,2207270,Pavasakės pelkė (durpynas),Pavasakė̃s pélkė (durpýnas),,pelkė,,,"Marijampolės savivaldybės teritorija, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,15ebd525-90a9-4221-ab1a-816736ee4e79,ee183076-030c-45af-9e2f-ecf82d5d7f46,,2207280,Pavasijai,Pavasijai̇̃,"Pavasijų̃, Pavasijáms, į Pãvasijus, ties Pavasijai̇̃s, Pavasijuosè",kaimas,,(34b),"Šakių rajonas, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,7f5eebc5-22e3-46ad-86fd-1a978acb3bad,2fa16f98-ed2f-420b-bcbf-4fead96209f5,,2207290,Paveiniai,Pavéiniai,,miškas,,1,"Švenčionių rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,fb6adfb7-a4e5-469d-b482-74191dd479c3,4e10b0c7-ead2-4b4a-94c6-27c3f99dd2ad,,2207300,Paveisininkai,Pãveisininkai,,kaimas,,1,"Lazdijų rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,04b08988-a9c4-47ae-a0fd-c0827c56670c,7c730426-5506-4422-9f41-abb2eb222516,,2207310,Paveisininkų piliakalnis,Pãveisininkų pi̇̀liakalnis,,piliakalnis,,,"Lazdijų rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,37e63941-76b9-4d34-a921-7693eaebcf9e,1a4331a3-a76c-4fc1-a9d4-dfb42aa5215c,,2207320,Pavėkiai,Pavė̃kiai,"Pavė̃kių, Pavė̃kiams, į Pavėkiùs, ties Pavė̃kiais, Pavė̃kiuose",kaimas,,2,"Šiaulių rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,376fb5e5-6909-432d-b852-c9b6b060cde2,2947d4f1-c4db-479e-b64e-038618387fc1,,2207330,Pavembriai,Pavembriai̇̃,"Pavembrių̃, Pavembriáms, į Pãvembrius, ties Pavembriai̇̃s, Pavembriuosè",kaimas,,(3b),"Vilkaviškio rajonas, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,044d06d8-b157-4f02-8a3f-b488440ae8ee,51518de3-d393-445c-9c59-6eedacc5d5c5,,2207340,Pavenčiai,Pavenčiai̇̃,"Pavenčių̃, Pavenčiáms, į Pãvenčius, ties Pavenčiai̇̃s, Pavenčiuosè",miesto dalis,,(3b),"Šiaulių rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,9699312a-9db6-4c9f-8ec0-0ddfa8cfb865,2e504a1c-9284-49f1-a2f1-51f715277b3e,,2207350,Paverkniai,Paverkniai̇̃,"Paverknių̃, Paverkniáms, į Pãverknius, ties Paverkniai̇̃s, Paverkniuosè",kaimas,,(3b),"Birštono savivaldybės teritorija, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,3d7438dd-8eb6-437d-b61c-7d7c7c9e1644,c5631660-d1d2-47cd-89a6-1c99b0619bad,,2207360,Paverknių piliakalnis,Paverknių̃ pi̇̀liakalnis,,piliakalnis,,,"Prienų rajonas, Kaunoapskritis, Lietuva",šalutinis,,Giñkaus pi̇̀liakalnis - pagrindinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,c5d1f061-bf43-43ff-bcf5-a2dec7e6abc2,56989c99-31c8-45b8-8656-efb629803bfe,,2207370,Paverkšnis,Pavérkšnis,,kaimas,,1,"Raseinių rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,492c419f-1615-4afe-aa4d-4220644fb267,f5439fa2-f180-40e7-9bba-7aae4ae00e41,,2207380,Pavermenių pelkė (durpynas),Pavermenių̃ pélkė (durpýnas),,pelkė,,,"Kėdainių rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,1935f70a-f7a9-4068-bc51-6d0b73b3c8fe,53c586e5-c7ff-4b22-85b6-1b3871c9d7b0,,2207390,Pavermenys,Pavermenỹs,"Pãvermenio, Pãvermeniui, į Pãvermenį, ties Pãvermeniu, Pavermenyjè",kaimas,,(34b),"Kėdainių rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,406b1084-e3c2-442e-b492-200823584eaf,7603239a-de1c-4884-958b-f80fb1179906,,2207400,Paverpenis,Pãverpenis,,kaimas,,1,"Kelmės rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,9ebca4f5-b1d3-4e09-9f10-b47caa9ad44c,bac5b7d3-59c1-4cc8-8476-f10bc83b2cb9,,2207410,Pavėsgirė,Pavė́sgirė,,miškas,,1,"Prienų rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,58510e94-6787-4926-920a-3dcec6c6d161,cf3c9821-eeae-4757-9c2b-5628445c6e52,,2207420,Pavėzgiai,Pavė́zgiai,,kaimas,,1,"Pakruojo rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,27ce99d3-e6ba-4db6-bbc1-e43ad27fc0c8,b97accce-c1ba-4a1b-874f-f4a886de0000,,2207430,Pavėžio piliakalnis,Pãvėžio pi̇̀liakalnis,,piliakalnis,,,"Šilalės rajonas, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,6cdd0f12-b9f5-4264-bf74-fd32703da728,ad56522b-30b6-4ce1-ba9d-42446a55a26f,,2207440,Pavėžupis,Pãvėžupis,,kaimas,,1,"Kelmės rajonas, Šiauliųapskritis, Lietuva",pagrindinis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,4891afc8-e935-49d9-bc0d-8f59d49b89c4,50dd8acf-169b-4535-9545-dd17b663264d,,2207460,Pavydai,Pavỹdai,"Pavỹdų, Pavỹdams, į Pavydùs, ties Pavỹdais, Pavỹduose",kaimas,,2,"Kelmės rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,e8cf8ddd-0349-44aa-bd69-d29fa4c2a63c,4a999ee2-076a-4d94-a9bf-98ebfceccb7e,,2207470,Pavidaujys,Pavidaujỹs,"Pãvidaujo, Pãvidaujui, į Pãvidaujį, ties Pãvidauju, Pavidaujyjè",kaimas,,(34b),"Jurbarko rajonas, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,18d3feb5-a6c6-4bea-8420-236b7d0793e6,2700871e-9d19-4e7f-a55f-f5d4ac5ba2ab,,2207480,Pavydžių pilkapynas,Pavỹdžių pilkapýnas,,pilkapynas,,,"Ukmergės rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,542172c1-7cbb-47e5-8ff5-e0b53c5e25ae,5d7c7d9d-8b1b-4ad1-b696-bcf2eaa0e392,,2207490,Paviešintys,Pãviešintys,"Paviešinčių̃, Paviešinti̇̀ms, į Pãviešintis, ties Paviešintimi̇̀s, Paviešintysè",kaimas,,(34b),"Kupiškio rajonas, Panevėžioapskritis, Lietuva",pagrindinis,,Paviešinčiai̇̃ - šalutinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,8b4e78c1-eae8-448e-a4ce-c14fdc3ca3b3,de74891e-d60f-44c5-9365-82c067bfbc9a,,2207500,Paviešinčiai,Paviešinčiai̇̃,"Paviešinčių̃, Paviešinčiáms, į Pãviešinčius, ties Paviešinčiai̇̃s, Paviešinčiuosè",kaimas,,(34b),"Kupiškio rajonas, Panevėžioapskritis, Lietuva",šalutinis,,Pãviešintys - pagrindinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,62893763-b73a-434d-a32a-15100b3243e7,b243a78a-2a9b-4a1c-9597-8866b976a26f,,2207510,Pavilbėnis,Pãvilbėnis,,kaimas,,1,"Kelmės rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,2caa72e3-6a98-4552-8586-16667aaba56b,f171194a-c44d-4828-bcc6-13d4f0e576a1,,2207520,Paviliotė,Pãviliotė,,kaimas,,1,"Mažeikių rajonas, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,6a218c9e-d715-4b5f-88f4-ca34bc61fc6b,7a67dcc9-4407-4dce-9d0a-7ec9c340157b,,2207530,Pavilkiai,Pavi̇̀lkiai,,kaimas,,1,"Pagėgių savivaldybės teritorija, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,b5754e70-8687-456c-ac21-27687a5d385f,d56b6aa2-83f0-42e8-bd89-96980f5e6633,,2207540,Pavilkijys,Pavilkijỹs,"Pãvilkijo, Pãvilkijui, į Pãvilkijį, ties Pãvilkiju, Pavilkijyjè",kaimas,,(34b),"Šakių rajonas, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,17c43383-a3ba-457d-b315-39e6d8939bd0,bb53b211-7059-429c-b642-dab0bf9cf7ed,,2207550,Pavilkių miškas,Pavi̇̀lkių mi̇̀škas,,miškas,,,"Pagėgių savivaldybės teritorija, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,02baabcf-b1ca-4423-88e8-e2836a7a58ac,270ec242-5305-4f0d-8410-5df29db51135,,2207560,Pavilnys,Pavilnỹs,"Pãvilnio, Pãvilniui, į Pãvilnį, ties Pãvilniu, Pavilnyjè",miesto dalis,,(3b),"Vilniaus miestas, Vilniausapskritis, Lietuva",vienintelis,,,,Aukštàsis Pavilnỹs; Žemàsis Pavilnỹs
